Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
719613783,41,F,2,Doctorate,Married,TX,91750,no,yes,yes,cellular,Retirees,53810.00,3
719614758,37,M,2,Uneducated,Unknown,TX,91750,no,no,no,cellular,Govt,88711.00,4
719617758,33,M,2,Doctorate,Married,CA,91750,no,no,no,cellular,Retirees,70788.00,4
719620983,37,M,3,High School,Married,FL,91750,yes,no,no,cellular,Businessman,60777.00,4
719621958,44,F,3,High School,Married,NY,91750,no,no,no,unknown,Selfemployeed,14975.00,4
719623083,49,M,3,Graduate,Single,TX,91750,no,no,no,telephone,Govt,113125.00,4
719625933,35,M,4,High School,Single,NY,91750,yes,yes,no,unknown,Govt,109854.00,3
719627133,60,M,1,High School,Married,FL,91750,no,no,no,cellular,Businessman,46326.00,4
719628033,49,F,4,High School,Single,CA,91750,no,yes,no,cellular,Govt,28213.00,3
719629308,47,M,3,Unknown,Single,CA,91750,yes,no,no,telephone,Businessman,114707.00,4
719630358,52,M,2,Unknown,Married,NY,91750,yes,no,no,unknown,Selfemployeed,30798.00,4
719632683,55,M,1,Uneducated,Single,NY,91750,no,yes,no,cellular,Blue-collar,65515.00,4
719633508,50,M,1,High School,Single,TX,91750,no,yes,yes,cellular,Selfemployeed,82638.00,3
719634408,60,M,1,Doctorate,Married,NJ,91750,no,no,no,cellular,White-collar,132641.00,4
719647383,48,F,5,Post-Graduate,Married,FL,91750,yes,no,no,unknown,Blue-collar,19967.00,4
719648358,40,F,2,Doctorate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,14975.00,4
719649408,54,F,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,13135.00,4
719651358,39,M,3,Graduate,Single,FL,91750,no,yes,no,cellular,White-collar,50037.00,4
719653308,50,M,1,Uneducated,Married,TX,91750,no,no,no,cellular,Govt,64000.00,4
719654283,49,M,3,Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,72385.00,4
719655258,65,M,0,Doctorate,Single,FL,91750,no,no,no,cellular,White-collar,37140.00,3
719656533,61,M,1,Uneducated,Single,FL,91750,no,yes,no,cellular,Govt,51888.00,4
719657583,41,F,5,Graduate,Married,CA,91750,no,no,no,unknown,Selfemployeed,25375.00,4
719658858,43,M,4,High School,Married,TX,91750,no,no,yes,unknown,Govt,101672.00,4
719659758,34,M,2,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,53178.00,4
719660658,48,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,White-collar,22152.00,4
719661558,41,F,5,High School,Married,TX,91750,yes,yes,no,telephone,Selfemployeed,14183.00,4
719662458,57,F,3,Unknown,Single,NY,91750,no,no,no,cellular,Selfemployeed,6550.00,3
719666283,50,F,3,Graduate,Married,TX,91750,yes,no,no,unknown,Blue-collar,10577.00,4
719671383,40,F,2,Doctorate,Single,TX,91750,yes,no,no,cellular,Govt,50513.00,3
719672283,44,F,5,Post-Graduate,Unknown,TX,91750,no,no,no,telephone,Selfemployeed,35049.00,4
719674533,62,F,2,Doctorate,Single,TX,91750,yes,no,no,cellular,Retirees,48384.00,4
719677758,46,M,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,Businessman,117015.00,4
719679858,52,F,2,Graduate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,6550.00,4
719680908,34,M,2,Graduate,Single,CA,91750,no,no,no,cellular,Businessman,82832.00,4
719682183,59,F,0,Graduate,Single,TX,91750,no,yes,no,unknown,White-collar,19874.00,4
719683158,49,M,3,Uneducated,Married,CA,91750,yes,no,no,unknown,Selfemployeed,101956.00,4
719685408,44,F,2,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,28669.00,4
719686458,45,F,3,Unknown,Married,UT,91750,no,no,no,cellular,Selfemployeed,18133.00,3
719688408,33,F,2,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,38390.00,5
719690733,55,F,2,Graduate,Married,TX,91750,yes,yes,no,cellular,Govt,58523.00,5
719692983,40,F,3,Uneducated,Married,NY,91750,no,yes,no,unknown,Retirees,32067.00,5
719694408,43,M,3,Uneducated,Single,NY,91750,no,no,no,cellular,Businessman,109762.00,3
719699208,41,M,3,Unknown,Married,CA,91750,no,no,no,cellular,Retirees,61766.00,4
719701383,41,F,3,Graduate,Married,TX,91750,no,no,no,unknown,Businessman,161536.00,4
719703483,58,M,2,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,72515.00,5
719704308,46,F,5,High School,Unknown,TX,91750,no,yes,no,cellular,Blue-collar,10923.00,4
719706483,35,F,4,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,23479.00,5
719709558,49,M,4,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,66468.00,5
719712633,36,F,1,High School,Single,FL,91750,no,yes,no,telephone,Selfemployeed,14975.00,4
719713683,43,M,3,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,85592.00,4
719714658,63,M,0,High School,Married,NJ,91750,no,no,no,cellular,Blue-collar,97193.00,5
719716983,35,F,2,Doctorate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,48562.00,4
719719158,56,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Businessman,219280.00,3
719720058,64,F,0,Graduate,Single,NJ,91750,yes,yes,no,cellular,Selfemployeed,13498.00,4
719722308,33,M,2,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,124512.00,5
719723658,49,M,3,High School,Married,TX,91750,no,yes,no,cellular,Retirees,71721.00,4
719724933,55,M,2,Uneducated,Married,NJ,91750,no,yes,no,cellular,Blue-collar,60136.00,4
719728383,42,F,3,Post-Graduate,Married,MI,91750,yes,yes,no,cellular,Govt,23840.00,5
719729433,31,F,0,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,29359.00,4
719730258,54,M,1,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,42757.00,4
719731458,46,F,3,Graduate,Unknown,CA,91750,no,yes,no,unknown,Selfemployeed,8250.00,5
719732433,28,M,0,Post-Graduate,Married,CA,91750,yes,yes,yes,cellular,Selfemployeed,41836.00,5
719734533,50,M,2,Doctorate,Married,NY,91750,no,yes,no,cellular,Businessman,85545.00,4
719737833,52,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,15684.00,3
719739108,52,F,3,Unknown,Single,IL,91750,no,no,no,unknown,Selfemployeed,47796.00,4
719740008,50,F,3,High School,Married,NY,91750,yes,yes,no,cellular,Businessman,30255.00,5
719740983,53,M,1,High School,Unknown,CA,91750,no,no,no,cellular,Govt,117654.00,3
719742108,42,F,3,Graduate,Single,NY,91750,no,no,no,cellular,Govt,26308.00,4
719745558,40,M,3,High School,Married,TX,91750,no,no,no,cellular,Govt,71648.00,4
719749083,40,F,3,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,37695.00,3
719751483,39,F,2,Unknown,Single,NY,91750,yes,no,no,cellular,Businessman,29860.00,5
719756133,39,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,White-collar,35759.00,5
719758758,57,M,2,Graduate,Married,NJ,91750,no,no,no,cellular,Retirees,85289.00,4
719759733,42,F,3,High School,Single,NY,91750,no,yes,no,cellular,Selfemployeed,33007.00,4
719761458,27,M,0,Unknown,Married,FL,91750,no,yes,no,cellular,Govt,57973.00,5
719767683,49,M,1,Unknown,Single,FL,91750,no,no,no,telephone,Businessman,114913.00,4
719768658,51,F,1,Post-Graduate,Married,TX,91750,yes,no,no,unknown,Businessman,172959.00,5
719770158,54,F,3,Unknown,Single,CA,91750,no,yes,no,unknown,Govt,23242.00,5
719772258,30,M,1,High School,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,66445.00,3
719773158,44,M,2,Graduate,Single,NY,91750,yes,no,yes,cellular,White-collar,158764.00,5
719775408,47,M,2,Unknown,Married,CA,91750,no,yes,no,cellular,Retirees,90113.00,4
719776608,38,F,2,Doctorate,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,13066.00,4
719781183,54,F,3,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Retirees,18435.00,5
719782458,41,F,2,High School,Single,NY,91750,yes,no,no,cellular,Blue-collar,46695.00,4
719784708,41,M,4,Graduate,Married,NJ,91750,yes,no,no,cellular,Retirees,103521.00,4
719785683,33,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,113456.00,5
719787633,61,M,0,Uneducated,Married,TX,91750,no,no,no,cellular,White-collar,104587.00,5
719788833,58,F,2,Uneducated,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,14975.00,5
719794383,57,M,3,Graduate,Married,NY,91750,no,yes,no,cellular,Govt,91065.00,3
719797758,49,M,2,Uneducated,Married,TX,91750,no,yes,yes,unknown,Businessman,85797.00,5
719799033,46,F,5,High School,Unknown,FL,91750,no,no,no,cellular,Businessman,163690.00,4
719801508,50,M,1,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,57514.00,4
719804208,38,M,2,Uneducated,Married,FL,91750,yes,yes,no,cellular,Businessman,18725.00,3
719805183,50,F,1,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,211141.00,5
719806233,52,F,3,High School,Married,NY,91750,no,no,no,telephone,White-collar,31485.00,3
719808558,35,F,2,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,2565.00,4
719809533,48,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,91981.00,5
719810583,27,F,0,Graduate,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,11174.00,4
719813058,43,M,4,Post-Graduate,Unknown,NY,91750,yes,no,no,cellular,Businessman,110702.00,4
719815383,46,M,4,Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,94374.00,5
719816583,49,F,3,Unknown,Married,TX,91750,yes,no,no,cellular,White-collar,25321.00,5
719818983,44,F,1,High School,Single,CA,91750,no,yes,no,unknown,Selfemployeed,9535.00,3
719819958,46,F,3,Unknown,Single,CA,91750,yes,no,yes,unknown,Blue-collar,24093.00,5
719821908,54,F,0,Doctorate,Single,TX,91750,yes,yes,no,cellular,Retirees,32143.00,5
719826333,60,M,0,Graduate,Single,TX,91750,no,yes,no,unknown,Retirees,29663.00,4
719829633,45,M,3,Unknown,Single,FL,91750,no,yes,no,cellular,Businessman,90615.00,4
719831958,38,F,3,Uneducated,Single,CA,91750,yes,no,no,unknown,Businessman,15899.00,4
719834208,46,F,2,Uneducated,Unknown,CA,91750,no,no,no,cellular,Govt,55744.00,4
719835033,42,M,3,Uneducated,Married,FL,91750,yes,yes,yes,cellular,Retirees,56370.00,3
719836083,34,F,3,High School,Unknown,TX,91750,no,no,no,cellular,Selfemployeed,14975.00,4
719838558,48,M,3,Graduate,Married,TX,91750,yes,no,no,cellular,White-collar,103634.00,5
719841708,49,F,3,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,204997.00,3
719843958,51,M,1,High School,Married,TX,91750,no,yes,no,cellular,White-collar,82609.00,3
719845908,40,M,3,Graduate,Married,CA,91750,yes,no,no,cellular,Retirees,79037.00,4
719847108,54,M,1,Unknown,Single,TX,91750,yes,yes,yes,cellular,Businessman,111305.00,5
719848008,53,M,3,High School,Married,NJ,91750,no,no,no,cellular,Businessman,228768.00,3
719848908,55,F,1,High School,Single,CA,91750,no,no,no,cellular,Govt,49951.00,5
719849958,34,M,2,High School,Single,NY,91750,yes,yes,no,cellular,Govt,78008.00,5
719850933,44,F,3,Doctorate,Single,CA,91307,no,no,no,cellular,Businessman,129286.00,4
719854008,36,F,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975.00,5
719855958,51,F,2,High School,Married,CA,91750,yes,no,no,cellular,Blue-collar,36733.00,5
719857008,57,M,2,High School,Single,NY,91750,no,yes,no,cellular,Blue-collar,67185.00,5
719859033,44,M,3,High School,Single,TX,91750,yes,yes,no,cellular,Blue-collar,101028.00,4
719860308,52,F,0,Graduate,Married,TX,91750,no,no,no,cellular,Retirees,27120.00,5
719862258,45,M,4,Graduate,Married,FL,91750,no,no,yes,telephone,Govt,89986.00,4
719863758,51,F,2,High School,Single,CA,91750,no,yes,no,telephone,Selfemployeed,14975.00,4
719868183,43,F,3,Graduate,Single,CA,91750,no,yes,yes,unknown,Businessman,32917.00,5
719872833,31,F,2,Uneducated,Married,CA,91750,no,yes,yes,cellular,Businessman,36572.00,4
719873808,37,F,3,Graduate,Married,NY,91750,no,yes,no,unknown,Retirees,19856.00,3
719874633,51,F,2,Unknown,Married,NY,91750,yes,no,no,unknown,Blue-collar,17881.00,4
719876808,39,F,3,High School,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,44794.00,5
719880408,59,M,1,Unknown,Single,NY,91750,no,no,yes,cellular,Govt,46985.00,4
719881533,46,F,3,Graduate,Married,CA,91750,yes,yes,no,telephone,Selfemployeed,14975.00,5
719882583,53,F,3,Unknown,Married,NY,91750,no,no,no,cellular,Govt,43996.00,4
719883858,41,F,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Blue-collar,10776.00,4
719884983,42,M,4,Graduate,Married,NY,91750,no,yes,no,cellular,Retirees,79191.00,4
719885883,53,F,2,Doctorate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975.00,5
719887008,53,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Blue-collar,50822.00,3
719888358,44,F,1,Unknown,Married,NY,91750,no,yes,no,cellular,Blue-collar,32089.00,3
719889408,43,F,3,Unknown,Single,CA,91750,yes,yes,no,telephone,Selfemployeed,14975.00,3
719894433,28,F,0,Unknown,Single,CA,91750,no,yes,no,cellular,White-collar,28470.00,4
719898108,59,M,1,Graduate,Single,TX,91750,yes,yes,no,unknown,Govt,98001.00,4
719900733,43,F,2,High School,Married,MI,91750,yes,yes,no,cellular,White-collar,178027.00,4
719902908,28,F,1,Graduate,Single,NV,91750,yes,no,no,cellular,Blue-collar,13999.00,3
719904333,59,F,0,Graduate,Married,CA,91750,yes,no,no,unknown,White-collar,23881.00,4
719905908,42,F,2,Uneducated,Married,TX,91750,no,no,no,cellular,Selfemployeed,14975.00,4
719910333,38,F,5,Graduate,Married,CA,91750,no,no,no,cellular,Govt,39211.00,3
719911458,53,M,3,High School,Single,TX,91750,no,yes,no,cellular,White-collar,60151.00,5
719912808,60,F,0,Unknown,Single,CA,91750,no,no,no,cellular,Blue-collar,56530.00,3
719913783,52,F,0,High School,Single,TX,91750,yes,no,no,cellular,White-collar,134967.00,5
719914908,44,F,5,Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,14975.00,4
719916408,48,F,2,Graduate,Married,NJ,91750,no,yes,no,unknown,White-collar,17086.00,4
719917233,35,F,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,16536.00,3
719918358,48,M,3,Graduate,Single,NY,91750,yes,yes,no,unknown,Govt,107920.00,4
719922558,51,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,98186.00,3
719924433,42,M,2,Graduate,Married,PA,91750,no,yes,no,cellular,White-collar,131612.00,4
719925483,37,M,3,Unknown,Married,NY,91750,yes,yes,yes,cellular,Businessman,67224.00,5
719926683,46,M,2,High School,Unknown,TX,91750,no,yes,no,cellular,Selfemployeed,76723.00,4
719929758,34,F,2,High School,Single,CA,91750,no,yes,no,cellular,Govt,34446.00,5
719930658,52,F,2,Uneducated,Married,NY,91750,yes,yes,yes,unknown,Retirees,37585.00,4
719934783,43,M,3,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,179419.00,4
719940483,52,M,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,80811.00,5
719941533,53,F,1,High School,Married,NY,91750,no,yes,no,cellular,Businessman,232729.00,5
719942883,54,F,3,High School,Single,TX,91750,yes,yes,no,unknown,Selfemployeed,6550.00,3
719944458,41,M,5,Uneducated,Single,NY,91750,no,yes,yes,telephone,Businessman,119754.00,4
719945433,61,F,0,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,15909.00,4
719947533,50,M,2,Unknown,Married,FL,91750,no,no,no,cellular,Businessman,69653.00,4
719951208,35,F,5,High School,Married,FL,91750,no,no,no,cellular,Businessman,59272.00,4
719952408,50,F,3,Uneducated,Unknown,FL,91750,no,yes,no,unknown,Blue-collar,17425.00,3
719953383,44,M,4,Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,68867.00,5
719954733,42,M,5,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,62422.00,5
719955558,56,F,3,Graduate,Married,FL,91750,no,yes,no,unknown,Businessman,168550.00,4
719960133,59,M,0,Uneducated,Single,FL,91750,yes,no,no,cellular,Govt,45040.00,5
719961183,40,F,3,Graduate,Married,CA,91750,yes,yes,no,unknown,Selfemployeed,14975.00,5
719962458,54,M,2,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,82309.00,3
719963433,40,F,3,Graduate,Unknown,CA,91750,no,no,no,cellular,Businessman,40244.00,4
719964933,55,M,2,Uneducated,Single,TX,91750,yes,no,yes,cellular,Blue-collar,68262.00,3
719967708,40,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Blue-collar,39161.00,4
719971458,37,M,0,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,53833.00,5
719973033,42,M,1,Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,67186.00,5
719976558,47,F,5,Graduate,Single,FL,91750,yes,yes,no,cellular,Businessman,17684.00,5
719978583,54,F,3,Uneducated,Single,NY,91750,no,yes,no,cellular,Businessman,35971.00,4
719981508,52,F,3,High School,Married,FL,91750,no,no,no,cellular,Businessman,30056.00,5
719986758,65,F,0,Uneducated,Single,NY,91750,no,no,no,cellular,White-collar,30145.00,5
719987733,33,F,3,High School,Married,CA,91750,no,yes,no,cellular,Blue-collar,16957.00,4
719989008,60,F,0,Doctorate,Married,TX,91750,no,no,no,cellular,Selfemployeed,6550.00,3
719990358,51,M,1,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,71350.00,4
719991783,44,F,1,Uneducated,Single,IL,91750,yes,yes,yes,cellular,Blue-collar,39739.00,5
719995008,57,M,1,High School,Married,NJ,91750,no,no,no,cellular,Businessman,90275.00,4
719996958,46,F,2,Graduate,Single,TX,91750,yes,no,yes,cellular,Blue-collar,23536.00,5
719998233,52,F,3,Uneducated,Married,CA,91750,no,no,yes,cellular,Selfemployeed,33596.00,4
719999508,50,F,3,High School,Single,NY,91750,no,no,no,cellular,Blue-collar,27482.00,3
720000708,39,F,2,Unknown,Married,CA,91750,no,yes,yes,telephone,Blue-collar,33705.00,4
720001758,51,M,4,Uneducated,Single,CA,90250,yes,yes,no,cellular,White-collar,133239.00,3
720003558,54,M,3,Graduate,Single,HI,91750,no,no,no,telephone,Blue-collar,100396.00,4
720006333,49,M,1,Graduate,Married,AK,99504,yes,no,no,cellular,Selfemployeed,66676.00,4
720007383,44,F,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,2565.00,5
720008133,58,F,2,High School,Married,NY,91750,no,yes,no,cellular,Govt,50897.00,3
720009558,65,M,1,Graduate,Married,FL,91750,yes,no,no,cellular,Retirees,30092.00,3
720010608,48,F,3,Doctorate,Single,NY,91750,no,no,no,unknown,Selfemployeed,24097.00,5
720011958,53,F,5,Graduate,Single,TX,91750,no,no,no,telephone,Businessman,223058.00,5
720013083,45,F,4,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,35804.00,5
720014358,33,F,0,Uneducated,Single,NY,91750,no,no,no,cellular,Blue-collar,47759.00,5
720015183,36,M,2,Graduate,Married,FL,91750,no,yes,no,cellular,Govt,70487.00,5
720016308,40,F,4,High School,Married,NY,91750,yes,no,no,cellular,White-collar,53422.00,3
720017958,35,F,0,Unknown,Married,CA,90250,no,no,no,cellular,Businessman,156790.00,5
720026058,36,F,2,Uneducated,Married,NY,91750,yes,yes,no,unknown,Selfemployeed,38315.00,5
720027258,51,M,2,Unknown,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,88419.00,4
720028683,46,F,4,Graduate,Single,TX,91750,no,yes,no,telephone,Blue-collar,42427.00,3
720029508,53,F,2,Graduate,Married,CA,91750,yes,no,yes,cellular,Selfemployeed,50270.00,5
720031908,49,F,4,Doctorate,Single,CA,91730,yes,yes,no,cellular,Selfemployeed,57829.00,4
720033033,46,M,1,Unknown,Single,NJ,91750,no,no,no,unknown,White-collar,132716.00,3
720034983,49,F,2,Uneducated,Single,CA,91750,no,yes,no,cellular,Selfemployeed,55575.00,4
720040158,51,M,2,High School,Single,NY,91750,yes,no,no,cellular,Retirees,71873.00,5
720043533,32,M,1,Unknown,Single,TX,91750,no,no,yes,cellular,White-collar,53813.00,4
720044658,47,F,4,Uneducated,Single,FL,91750,yes,no,no,cellular,Govt,31803.00,5
720046458,45,M,4,Graduate,Single,NV,91750,yes,yes,no,cellular,White-collar,65071.00,5
720049083,54,F,2,Unknown,Single,CA,91750,no,no,no,unknown,Businessman,26159.00,5
720050208,53,F,1,Graduate,Single,FL,91750,no,no,no,cellular,Blue-collar,23948.00,4
720054183,46,M,5,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,93802.00,4
720057183,50,F,2,Unknown,Single,CA,91750,yes,no,no,cellular,Govt,37118.00,3
720062508,43,F,3,Unknown,Unknown,NY,91750,no,yes,no,unknown,Selfemployeed,29182.00,5
720064158,47,F,1,High School,Unknown,NJ,91750,no,no,no,cellular,Blue-collar,57781.00,3
720067083,39,F,1,Unknown,Single,FL,91750,yes,yes,no,cellular,Blue-collar,44821.00,4
720068808,32,M,3,Graduate,Married,FL,91750,no,yes,no,unknown,White-collar,44739.00,5
720070383,54,M,2,Uneducated,Married,NY,91750,no,yes,no,cellular,Govt,77776.00,3
720071583,36,F,1,High School,Single,FL,91750,no,yes,no,unknown,Selfemployeed,2565.00,5
720072933,52,M,2,Graduate,Married,NV,91750,no,no,no,cellular,Businessman,77166.00,3
720074583,50,M,1,Graduate,Single,TX,91750,no,yes,no,cellular,White-collar,103246.00,3
720075558,39,F,1,Uneducated,Single,NY,91750,yes,no,no,cellular,White-collar,43422.00,5
720076458,55,F,0,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,11971.00,3
720079758,51,M,1,High School,Single,NJ,91750,no,no,yes,cellular,Govt,96998.00,4
720084183,44,F,3,Graduate,Single,FL,91750,no,yes,no,cellular,Govt,34259.00,3
720085233,40,F,2,Graduate,Single,NJ,91750,yes,no,no,unknown,Selfemployeed,22789.00,4
720086358,36,M,3,High School,Single,IL,91750,no,no,no,cellular,Businessman,169695.00,4
720087708,40,M,2,Graduate,Single,NY,91750,yes,yes,no,cellular,White-collar,96900.00,4
720091083,40,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Govt,50184.00,4
720092283,52,F,1,Post-Graduate,Single,IA,91750,yes,yes,no,unknown,Businessman,59653.00,3
720093333,49,M,2,Graduate,Unknown,NY,91750,no,yes,no,cellular,Govt,81559.00,4
720096558,50,F,2,Uneducated,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,14975.00,4
720099708,37,M,4,High School,Married,UT,91750,no,no,no,cellular,Govt,75217.00,4
720101658,32,M,3,Graduate,Married,NY,91750,no,no,no,cellular,Selfemployeed,70993.00,3
720105933,43,M,2,High School,Married,CA,90025,yes,yes,no,cellular,Businessman,207950.00,4
720108783,46,F,3,Uneducated,Married,CA,91750,yes,no,yes,cellular,Retirees,57953.00,4
720113433,50,F,3,Graduate,Single,NV,91750,no,yes,no,unknown,Retirees,21122.00,4
720114633,36,M,3,High School,Single,NY,91750,no,no,no,cellular,Businessman,91718.00,3
720115683,46,F,4,High School,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,15551.00,4
720118908,51,F,2,High School,Married,CA,91750,no,no,yes,cellular,Govt,37792.00,4
720119808,54,F,1,Graduate,Single,CA,91750,no,no,no,unknown,White-collar,36506.00,4
720122808,62,F,0,High School,Single,CA,91750,no,no,no,telephone,Selfemployeed,2565.00,4
720124758,46,F,1,High School,Married,CA,91750,no,yes,no,unknown,Selfemployeed,24033.00,4
720126033,56,M,3,High School,Married,NY,91750,yes,no,yes,cellular,Blue-collar,74014.00,4
720128658,53,M,3,Graduate,Single,TX,91750,no,yes,no,unknown,Govt,117476.00,4
720130233,57,F,2,High School,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,29407.00,4
720132258,59,F,0,Graduate,Married,FL,91750,no,no,no,unknown,Retirees,37209.00,3
720133908,38,M,2,High School,Married,FL,91750,no,yes,yes,telephone,Retirees,53606.00,4
720135333,45,F,1,Graduate,Married,TX,91750,yes,no,no,unknown,Govt,15035.00,4
720136458,33,M,2,Unknown,Single,NY,91750,no,yes,no,cellular,Businessman,152151.00,4
720141408,26,F,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,6550.00,4
720142308,41,F,1,Graduate,Single,NY,91750,no,no,no,cellular,Govt,26166.00,4
720145683,26,F,2,High School,Single,NY,91750,no,no,no,unknown,Selfemployeed,14975.00,4
720146733,59,F,0,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,50643.00,4
720147633,47,F,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Blue-collar,19140.00,4
720148983,31,F,1,Unknown,Single,NV,91750,no,no,no,cellular,Selfemployeed,14975.00,3
720150858,48,F,5,Doctorate,Married,CA,91750,no,no,no,unknown,Selfemployeed,33627.00,4
720152058,36,M,2,High School,Married,FL,91750,no,no,no,cellular,White-collar,87943.00,4
720153258,53,F,1,Graduate,Married,TX,91750,no,yes,no,unknown,Govt,34719.00,3
720154533,42,M,4,High School,Unknown,FL,91750,no,no,no,cellular,Blue-collar,91838.00,3
720155583,46,M,4,Uneducated,Single,NJ,91750,yes,no,no,cellular,White-collar,95220.00,4
720158208,48,F,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Blue-collar,20865.00,4
720163458,39,F,2,High School,Single,CA,91615,no,yes,no,unknown,Businessman,172440.00,4
720164358,47,M,5,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,76701.00,5
720165258,47,M,4,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,98451.00,3
720167508,54,M,3,High School,Single,FL,91750,no,yes,no,unknown,Businessman,105974.00,3
720168558,46,M,2,Graduate,Married,NJ,91750,no,yes,no,cellular,White-collar,82743.00,4
720169383,41,F,1,Uneducated,Married,CA,91750,yes,no,no,cellular,Businessman,40801.00,5
720171033,41,F,2,Graduate,Unknown,FL,91750,no,no,no,cellular,Retirees,47641.00,3
720174033,40,M,2,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,120806.00,4
720175008,34,M,0,High School,Married,NJ,91750,yes,no,no,cellular,Businessman,48885.00,3
720178158,49,M,3,Uneducated,Married,NV,91750,no,no,no,cellular,White-collar,100042.00,5
720179883,30,F,1,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,8250.00,5
720180633,40,F,4,Unknown,Married,TX,91750,yes,no,no,cellular,Businessman,51104.00,3
720181758,44,F,5,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,2565.00,5
720182658,56,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Retirees,64277.00,5
720185058,57,F,2,Uneducated,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525.00,3
720186258,59,M,1,Graduate,Married,CA,91750,no,no,yes,cellular,Govt,51407.00,5
720188508,43,M,5,Graduate,Unknown,CA,91750,yes,no,no,cellular,Selfemployeed,49479.00,5
720190083,38,F,0,High School,Single,NY,91750,yes,no,no,cellular,Govt,28745.00,5
720190908,49,M,2,Uneducated,Married,NY,91750,no,yes,no,cellular,White-collar,74653.00,5
